1764215292.187332,0
1764215292.289029,18
1764215292.393965,45
1764215292.496159,79
1764215292.597693,98
1764215292.699536,99
1764215292.800892,99
1764215292.902577,99
1764215293.003842,98
1764215293.105442,97
1764215293.207039,99
1764215293.308766,99
1764215293.411755,99
1764215293.514285,99
1764215293.618908,98
1764215293.725285,100
1764215293.830633,96
1764215293.936263,99
1764215294.039270,99
1764215294.140684,96
1764215294.244709,73
1764215294.347641,68
1764215294.450650,68
1764215294.553691,69
1764215294.655187,69
1764215294.756743,69
1764215294.858204,71
1764215294.959685,70
1764215295.061184,72
1764215295.166943,71
1764215295.268641,72
1764215295.371961,71
1764215295.477807,72
1764215295.579152,71
1764215295.685223,72
1764215295.787717,70
1764215295.893170,71
1764215295.996136,72
1764215296.098305,72
1764215296.201197,72
1764215296.303980,73
1764215296.407234,73
1764215296.509779,75
1764215296.611276,75
1764215296.716672,74
1764215296.822365,75
1764215296.929265,76
1764215297.034578,76
1764215297.140386,75
1764215297.242111,78
1764215297.344630,78
1764215297.446286,77
1764215297.552174,78
1764215297.657968,78
1764215297.763402,80
1764215297.868036,78
1764215297.973583,80
1764215298.077947,79
1764215298.182853,79
1764215298.288630,80
1764215298.391230,81
1764215298.497167,81
1764215298.600656,81
1764215298.702050,82
1764215298.804267,84
1764215298.910165,74
1764215299.012237,64
1764215299.117991,60
1764215299.222320,60
1764215299.326402,60
1764215299.431127,61
1764215299.534201,63
1764215299.639204,63
1764215299.740541,62
1764215299.845514,64
1764215299.951267,64
1764215300.057469,63
1764215300.163025,65
1764215300.269150,65
1764215300.373205,65
1764215300.479208,65
1764215300.580943,64
1764215300.687096,66
1764215300.789744,66
1764215300.894034,67
1764215300.999367,65
1764215301.105529,66
1764215301.207203,66
1764215301.313173,67
1764215301.415839,67
1764215301.518679,68
1764215301.620106,68
1764215301.721767,68
1764215301.823492,69
1764215301.925316,70
1764215302.026957,70
1764215302.129390,70
1764215302.235579,70
1764215302.340994,69
1764215302.444925,70
1764215302.550515,71
1764215302.656109,70
1764215302.758695,73
1764215302.860430,73
1764215302.964139,74
1764215303.066134,74
1764215303.171565,73
1764215303.276861,74
1764215303.383163,74
1764215303.489173,75
1764215303.591285,74
1764215303.696531,75
1764215303.798397,76
1764215303.899907,75
1764215304.001427,76
1764215304.103258,76
1764215304.206405,77
1764215304.310789,78
1764215304.412329,78
1764215304.517839,78
1764215304.619928,78
1764215304.722679,79
1764215304.825895,78
1764215304.927373,79
1764215305.028813,80
1764215305.131376,80
1764215305.233025,80
1764215305.334368,80
1764215305.436064,80
1764215305.538100,80
1764215305.640495,80
